epoch;acc;loss;val_acc;val_loss
0;0.5475406287272074;1.4389527026623847;0.5854014936645691;1.2566674185489333
1;0.5807317035437953;1.2986761760000887;0.5903418843675512;1.2325675636052964
2;0.5871333364305179;1.2675253155372637;0.5948415828413649;1.2172112337826366
3;0.5896537860864993;1.2516848918514987;0.5944008906674959;1.2145227326053676
4;0.5898934607391807;1.2418468213122282;0.5960244931736489;1.2108729149484898
5;0.5928932597290965;1.2348472392143752;0.5934035348755069;1.211262032417982
6;0.5932643688797326;1.2282414686091636;0.5956533840571141;1.2088553795275012
7;0.5944008906757908;1.2255329619800193;0.5984367026454106;1.2072788698971755
8;0.5950735259989917;1.2210164109668589;0.6009184951579166;1.2027554345074516
9;0.5955760696365227;1.2169751497192496;0.5973697639426313;1.20653510604657
