epoch;acc;loss;val_acc;val_loss
0;0.3550310307376709;1.803357895003511;0.40124530719174567;1.672732627937959
1;0.4274290365100162;1.6047587858089074;0.40936422149176577;1.6378085739253165
2;0.4623155966623958;1.5081741308266032;0.41140921205546915;1.6296046046413417
3;0.49550310300960826;1.422531961747062;0.41433934613003043;1.6360841301688744
4;0.530613490755093;1.3382074192370994;0.4115007786926826;1.6460352131063145
5;0.5639637808868148;1.254344062478196;0.4082959439014554;1.6616316856025315
6;0.5966934579897659;1.1704191573870026;0.40973048844722565;1.6747313388351686
7;0.6249771083513442;1.0917726555873861;0.409425266222818;1.7020911974657027
8;0.655610947290458;1.0161915237365826;0.4058846871709444;1.721348316882755
9;0.6815647570584044;0.9449613889256527;0.4067393098326352;1.74666021543192
10;0.7051276834829254;0.8780264640135809;0.40628147590248787;1.776078217894742
11;0.7296367892887649;0.8168612934223741;0.4067087875280545;1.8095505380464576
12;0.7496286499268624;0.7621999242369065;0.4053963312655037;1.8341970112728148
13;0.7677688472413352;0.7110755912648029;0.404267008562095;1.8593636478066564
14;0.7827652862554941;0.6653185988615022;0.40353447497227585;1.900019494400674
15;0.7964798046802987;0.6233903580988299;0.40451118597813157;1.9269287864196156
16;0.8077423952011262;0.5932236614250581;0.40460275315202876;1.9574092386683108
17;0.8194628143385743;0.556283795223533;0.4027408967896688;1.9974029061122098
18;0.8311527113619044;0.5251355099319042;0.39764368366897496;2.019488929490578
19;0.8403296369795081;0.4983362903720135;0.399719195211923;2.0606444738535816
20;0.8456709733558994;0.47588689809462126;0.40374813036026036;2.0915881573155124
21;0.8535761520716797;0.45300154398169007;0.40039068472107786;2.112113981875978
22;0.8614813304696979;0.43193509622609366;0.4002685953808643;2.1519745584118297
23;0.8659070095788888;0.41700774751598296;0.40072642931101166;2.1715399491620677
24;0.8725506152428959;0.39747109290893473;0.3988340510424905;2.2179967010100894
25;0.8783192591163123;0.3798762673890922;0.4001159844110181;2.2311880411625973
26;0.8827551122683938;0.3650812028140597;0.3987730065188347;2.2713731670868658
27;0.8875368806677634;0.35418327776276454;0.3968195826451035;2.293238307815315
28;0.8897853289740606;0.3441708922574158;0.398895094923945;2.3224870577089347
29;0.8927866515944455;0.3335892145941029;0.39767420537592646;2.342630904043157
30;0.8957574523808767;0.3220766060682701;0.3992918843831953;2.38691203939068
31;0.9004171332431017;0.3097569529711139;0.3985898727686695;2.4064912100478346
32;0.9037745447910285;0.2994627566155175;0.39782681668324665;2.4311763447573873
33;0.9053922070044202;0.2932351188101037;0.39892561775702273;2.4727548031791957
34;0.9083731814177406;0.28421840272523197;0.39932240622022436;2.485165324799253
35;0.9102553666214065;0.27874053640796886;0.3960565268889679;2.5112401147874484
36;0.9132973850131193;0.27088823899185566;0.39862039493498586;2.5400660767957075
37;0.9143046087924699;0.2637834464488552;0.39565973842576635;2.5484114143615044
38;0.9162885337834539;0.25894854170088244;0.39663644983004154;2.5705745137225753
39;0.9200325569927977;0.2500382744492174;0.39529347173046164;2.590752083685497
40;0.9216095228903;0.24416364688077188;0.3961175712297874;2.626281132654542
41;0.9228100516119594;0.23898469503176445;0.3956292155926886;2.6374564091517363
42;0.9235934482330053;0.23547556875426137;0.39483563747102696;2.6639265305021613
43;0.9252518056088831;0.2297283868048511;0.3933705704378397;2.6837520669370627
44;0.9287414789903272;0.22176411845049981;0.39593443840653875;2.723308775948397
45;0.9293010478066287;0.21799002475092813;0.3957207824291118;2.7366055786160293
46;0.9309797536770122;0.2155574203823139;0.39556817125186916;2.745749501282852
47;0.9309085357236478;0.21324999540125514;0.39352318127760827;2.7603042976682235
48;0.9324142841480673;0.206716080749007;0.39321795918327823;2.7938488527367893
49;0.9333706380865171;0.20465125266418221;0.3936757927231928;2.8261555150377298
50;0.9338996845582626;0.2033536818598983;0.3954766042853684;2.836838112716342
