epoch;acc;loss;val_acc;val_loss
0;0.5250034791612077;1.523366158830069;0.5713457345835335;1.3026692253453793
1;0.5549318860076387;1.3792068931167247;0.576657234328396;1.2777157285170668
2;0.5586507089648152;1.3611373107689282;0.5743146078033693;1.2750289153094945
3;0.5608387066763086;1.3483528573443242;0.5766108456843361;1.2713132533413496
4;0.5617587481265082;1.3476418059690398;0.5764252911080964;1.2715374934251373
5;0.5632895733708085;1.3438373331299491;0.5796029132262018;1.265754214315029
6;0.5634828593932548;1.3447096437744377;0.5800204110227413;1.2691251855450205
7;0.5635756366832181;1.3424167992061469;0.5826645637341574;1.2621112048927328
8;0.5645884554035651;1.3376754914600346;0.5802291599210109;1.2665851366853385
9;0.5654234510058604;1.3362881761961949;0.5817367908529588;1.266293993861986
