epoch;acc;loss;val_acc;val_loss
0;0.5684619071963944;1.3529274364353965;0.5961636591417734;1.2102719213622242
1;0.5913392401503237;1.2466614596221157;0.6016839077766106;1.1942582484238797
2;0.5957461613360174;1.221146780820844;0.602750846598284;1.1892976723868844
3;0.6010499296429682;1.2031278237252305;0.6068794359113232;1.1828963009408748
4;0.6047996783711462;1.1922293223876246;0.6069722131994432;1.1842406778282042
5;0.6076061913432238;1.1816814729107148;0.6075520712501923;1.1844641323760272
6;0.6099256235388473;1.172005030203086;0.6047455582928613;1.190728886558698
7;0.6124383417587603;1.1673557941833714;0.6056733311740599;1.19145289249122
8;0.6123146387143855;1.1594829955307981;0.6059748573521545;1.1919726441641678
9;0.615422677866401;1.1527592897621612;0.6070649904958579;1.19171938041469
