epoch;acc;loss;val_acc;val_loss
0;0.592181967192374;1.2522691140837208;0.6088045646481055;1.1712746780491685
1;0.621383618627181;1.136940896055778;0.6162731363334599;1.1566480790086175
2;0.6384778339641883;1.0730480393046757;0.6162731363334599;1.1561243198419726
3;0.6574817151400347;1.0117066725787833;0.620424919976824;1.1687685167954804
4;0.6725889502212983;0.9561351226948517;0.6234401818407197;1.1863131845860633
5;0.6890955760724098;0.9013132402384106;0.6235097648123396;1.2051542818051364
6;0.7046821604719393;0.852968667656945;0.6224428259989611;1.2315310571865805
7;0.7164030245368277;0.8108141452170364;0.6212135269313729;1.2685200136474417
8;0.7273198187796388;0.7738576070239428;0.6233242102360999;1.3058555294466787
9;0.7362960213969412;0.7442515536374781;0.6219789395500668;1.3408458701764718
