epoch;acc;loss;val_acc;val_loss
0;0.372662529279286;1.7506186262420458;0.40997466664645665;1.6424096017894927
1;0.44109268487924863;1.558826965732169;0.4142783018392408;1.6216470585220721
2;0.48690609418735803;1.4375105511464208;0.4139120350111296;1.6259662553955012
3;0.535476650772314;1.3139348283548031;0.41467509089643306;1.6451120139681965
4;0.5865703530175262;1.1827049697399965;0.41037145570001043;1.6839880349380434
5;0.6341642080288183;1.060948259125334;0.40597625379269403;1.72296550866758
6;0.6790416115709768;0.9409900280245324;0.4061899094381048;1.7667947888312474
7;0.7125953809741264;0.844243982654705;0.4073802766224165;1.8285957631350793
8;0.7447044460755761;0.757478007243965;0.40438909755482855;1.8843806756560453
9;0.7702411232602016;0.6843458031793009;0.4031987303632398;1.9498873450862828
10;0.7927154338739449;0.6218471874551815;0.40222201882979663;1.9941047684080897
11;0.8085563128956799;0.5739579374761812;0.401703140828991;2.0620598341414946
12;0.8211008241429117;0.5304098450212151;0.40237463000885854;2.1172730981715997
13;0.83621935088463;0.491133841434686;0.40066538482737973;2.156786020366139
14;0.8469834164074544;0.4604549384672604;0.4011842628263661;2.229609536887401
15;0.8576253942779152;0.43064399236446116;0.40020755129383256;2.2784750249742918
16;0.8650930918455245;0.4071293446246066;0.3965448830354615;2.3304607096461516
17;0.8726218333345231;0.38504317775603675;0.398284650456937;2.384682435625235
18;0.8766507274707441;0.37296249918637386;0.3970637610399057;2.4342014798604863
19;0.8816766710996458;0.3581794415871116;0.3962396606818859;2.465960684769524
20;0.8851968663902391;0.34040888980575273;0.39593443833012953;2.5314225095410605
