epoch;acc;loss;val_acc;val_loss
0;0.5599341281162183;1.3836574803807566;0.5865148211413623;1.2363236659521095
1;0.5903728100620551;1.2589159999159396;0.5953286635127498;1.2131749387850714
2;0.5969754604063706;1.2305929795820243;0.6007561349590065;1.2018493971400166
3;0.6013437243794645;1.2095349282871914;0.6036786194075933;1.1965816418375959
4;0.6053718049950436;1.195125592783301;0.6017998793784656;1.1937586787503809
5;0.6085571585464524;1.1824750504102413;0.601220021363661;1.1936181288191974
6;0.6084798441332343;1.1743155993573402;0.6050702787293913;1.1891564403465276
7;0.6130645884673943;1.1649179363152669;0.6034930649419527;1.1910161639308368
8;0.6130181998168828;1.1587219148788108;0.6047687525430018;1.1885030046986722
9;0.6168761887136124;1.150160189987075;0.6027972351704546;1.1924104580699155
