epoch;acc;loss;val_acc;val_loss
0;0.5969677289647723;1.246239613796187;0.6203553370024392;1.1534961029854711
1;0.6366068253287326;1.0888810474697732;0.626432249318991;1.131135702094469
2;0.6632029812555065;1.0012827704146006;0.627545576831729;1.1296893418673024
3;0.6913918139616715;0.9093461087889534;0.6318133321211876;1.1328652175695926
4;0.7235932643661175;0.814262863643921;0.6338776267818547;1.1470980972871436
5;0.7538695860623528;0.7214627911819972;0.6324859674794115;1.1711708093450437
6;0.7823754078307307;0.6398286938647021;0.6306536160390441;1.1995920373141813
7;0.8047038085104423;0.5713394036377233;0.632671521964407;1.2425865428331704
8;0.8254395324061545;0.5089638445479875;0.6328338822545615;1.2958429840144474
9;0.8432682346046793;0.45998371721302045;0.6307463932552746;1.3154292356140092
