epoch;acc;loss;val_acc;val_loss
0;0.5402498801635912;1.4580156894522864;0.5786983346476783;1.2767167085176077
1;0.5681758438872107;1.331871572049736;0.5791854154158376;1.2626930633668263
2;0.5723972104966647;1.3151953651114239;0.5882543953240247;1.2487577744692007
3;0.574592939648835;1.3066218093405577;0.5866771814315169;1.2454959033133564
4;0.5775850071893182;1.3012367594032141;0.5858653801604681;1.2455743606996241
5;0.577268018122497;1.2965198882490168;0.5860045460871178;1.2450659447257801
6;0.5794869415948538;1.2924108939903667;0.5896228603293227;1.239352603422532
7;0.5790075922729011;1.2897399704994321;0.5905274388829614;1.2393255657580575
8;0.5798271249929215;1.2889010872044346;0.5900635524423621;1.2388859093009517
9;0.5783504198163071;1.2882853336146651;0.5895300830356729;1.2425770751564083
