epoch;acc;loss;val_acc;val_loss
0;0.3726625292580615;1.750707657573206;0.4091810885238854;1.6419447170190096
1;0.4419879947052881;1.5585734985818067;0.41284375677225055;1.6221145840022706
2;0.48680435444248915;1.4376088787039658;0.41302689018403205;1.6262473266858182
3;0.5349170820518262;1.3138717637007253;0.4129353234758672;1.6465108302385967
4;0.5862549598831431;1.1830082091762184;0.41009675557733516;1.6848435939800985
5;0.6342150779012529;1.0616518667263568;0.40460275319023337;1.7269569962386286
6;0.679672397969516;0.9432421459333253;0.40411439742578587;1.7659921588738483
7;0.7119544206551927;0.8450402997823003;0.406525654034406;1.8269947790398766
8;0.7446942720508779;0.7582955823593264;0.402649330126076;1.8814530036601014
9;0.7700579917034281;0.6834863416563277;0.40014650681565844;1.9378879766479078
10;0.7905788992244214;0.6237497943344431;0.40155052965356763;1.9936950560094628
