epoch;acc;loss;val_acc;val_loss
0;0.53338436084226;1.4730881162698497;0.5732476689899908;1.278043012630742
1;0.5674877456729791;1.3394998098300477;0.5846824697507647;1.2575486437002603
2;0.5704720817686383;1.3176214458055002;0.5841490003136606;1.2483958169425988
3;0.5731394288066928;1.3091830594334923;0.5887414760755941;1.2389681264277694
4;0.5745542824588157;1.3004926249274973;0.5881848123468748;1.2350550871277617
5;0.5767964002393776;1.2956751898094463;0.5925221505968935;1.232537211715752
6;0.5777860246607361;1.2922582487006282;0.591455211783515;1.2305636567585476
7;0.5781030137275573;1.2906868951637809;0.594424084975701;1.2290057440041202
8;0.5780411621827892;1.2896287406267466;0.5904346616141964;1.2344772055335216
9;0.5794482843850189;1.2868430177014947;0.588625504495859;1.2335476483563002
