epoch;acc;loss;val_acc;val_loss
0;0.570928236765796;1.336352459431852;0.5897388319339426;1.22075693725782
1;0.5919190982019945;1.2435458606682381;0.6020550169373851;1.2038330561697645
2;0.5967203228704926;1.2174359475275438;0.5996891960903284;1.1974550963454573
3;0.6002458598135176;1.1993678956636333;0.6052558333719905;1.1928534358774414
4;0.604931112869101;1.1886400249244695;0.6032843160049733;1.1920101161557657
5;0.6074592939712891;1.1771165743380099;0.6043280604907919;1.1901700883549398
6;0.6083716039628395;1.169735188472837;0.6062531892192791;1.1908370550838876
7;0.609817383374904;1.1612661545631775;0.6053949993041703;1.1936760331127017
8;0.6116110776072798;1.1552202008793986;0.604188894564142;1.1926089373757247
9;0.6126934793084633;1.1490101592813662;0.6054645822702602;1.1944203960180515
