epoch;acc;loss;val_acc;val_loss
0;0.5746702540606706;1.3379611503998465;0.5995732244442339;1.1992828301885283
1;0.606129486159236;1.208162812858461;0.6091524794426102;1.1773576339952256
2;0.6127089421971899;1.170591554991438;0.6097091431353847;1.1670336943447588
3;0.6187240030445497;1.1469654624207124;0.6132810688385988;1.162762216990349
4;0.6233319416721682;1.1273063238005039;0.6146495338383668;1.1597963697299691
5;0.6278625659151401;1.110854719189519;0.6144407848847976;1.1605745830993548
6;0.631148428210092;1.0962056172927992;0.6168298000345294;1.1601710437251833
7;0.6344806791343574;1.0850258810936653;0.616528273812195;1.1639642799564751
8;0.6369315458362305;1.0703981795851583;0.6134898177368685;1.1733477239446848
9;0.6383927881038419;1.0613295570403234;0.6166906341217044;1.1732361882727338
