epoch;acc;loss;val_acc;val_loss
0;0.5900094323493306;1.2673911022366866;0.612167741306506;1.1699355836673764
1;0.6224041687835963;1.1375440070304363;0.6167370228017091;1.152750085721505
2;0.6396762072552451;1.0761891698861612;0.6208192234430385;1.1447371901776566
3;0.654350481682579;1.0224720861962244;0.6239040682730241;1.1475069643825482
4;0.6706174328496728;0.9687707632772241;0.6255508650818522;1.1501456057477342
5;0.6873946591318405;0.9198168971375926;0.6258291970374561;1.1650535039447834
6;0.7006540798794018;0.8742308783347963;0.6241824001926833;1.1855036544463584
7;0.7134341513243653;0.8323205619190062;0.6249014241562575;1.1967315930113995
8;0.7229979434413883;0.7962663273961312;0.6254812821876518;1.2109001595329065
9;0.7347961219204165;0.7589005390594724;0.6230690727158901;1.2396745768748925
