epoch;acc;loss;val_acc;val_loss
0;0.5659337260822248;1.364758354625707;0.5971146263560619;1.213184067627525
1;0.5923134016838772;1.2480717617599322;0.5997355847454483;1.1969704317068874
2;0.5986377201592249;1.2197586044366617;0.6041425059311419;1.188626770114514
3;0.6030059841406137;1.2030014263004047;0.6084102611846559;1.184294827366415
4;0.605650136838205;1.1874663136623318;0.6073897110181024;1.1826022126410651
5;0.6074670253981408;1.1809173266310449;0.6086190100552759;1.1809314841650553
6;0.6105982588795597;1.168034638893783;0.6070649904792681;1.1838138619651322
7;0.6116883920066731;1.1627003367202178;0.6100106694074886;1.1804880601701597
8;0.6125543133762834;1.157050537675215;0.6091292851399351;1.1822518111021814
9;0.6141083329375447;1.151075037031791;0.6079463747136418;1.1844951038585776
