epoch;acc;loss;val_acc;val_loss
0;0.5629725843178122;1.3743426115626285;0.5877441202393654;1.2423905881795978
1;0.5807626293055803;1.2784045882326862;0.5940993644811063;1.2248434646289865
2;0.5860586661755411;1.2582747104801266;0.5934267291422373;1.2181762603603687
3;0.5886332359176416;1.2469393222354967;0.5953982465147845;1.2128364937853027
4;0.5913778973573935;1.236171054760088;0.59857586863289;1.2078464721302855
5;0.5924448361680071;1.2332801033796486;0.5973465695597717;1.210342454551937
6;0.5931793230332111;1.2285354052627975;0.5979032332884909;1.2080305455240519
7;0.5944550107531542;1.2252248472163252;0.6005241916834072;1.2061960101321172
8;0.5956997726947224;1.2200814242637337;0.59862225727695;1.206880390829327
9;0.5969677289647723;1.2172705965157433;0.5973465695653017;1.2078267251559875
