epoch;acc;loss;val_acc;val_loss
0;0.6004004886335024;1.2303968715154545;0.6162267476811051;1.1569843527176564
1;0.6397921788736899;1.0790895927111073;0.6244607320017433;1.1323464176852456
2;0.6683753150681891;0.9811015686029788;0.6302825068865646;1.1307427162594756
3;0.702177173684408;0.873810544509793;0.6318133320852429;1.1481435518320733
4;0.7357084319211835;0.7698822643291208;0.6315350001655837;1.168771105147295
5;0.768079974026046;0.6739829801860219;0.6328802709179763;1.2044785419620632
6;0.7956116342811468;0.591010776472332;0.6324395788159968;1.263272904241528
7;0.8180714694486749;0.5259032429616692;0.6314886115768233;1.3054709689606208
8;0.8364491039149656;0.46986058501244193;0.6272208563426643;1.3683996118718156
9;0.853295913164145;0.4243131128544359;0.6300969522190806;1.424010294611956
